Age,CatsInHouse,HousingType,Zone,TimeOutside,TimeWithOwner,Shy,Calm,Skittish,Intelligent,Vigilant,Tenacious,Affectionate,Friendly,Loner,Ferocious,Territorial,Aggressive,Impulsive,Predictable,Inattentive,NaturalAreasAbundance,BirdsEater,MiceEater,Race
2-10 years,1,Apartment with balcony or terrace,Urban,0,2,4,3,4,3,4,4,4,3,3,2,2,1,3,3,3,2.0,2,2,Siamese
1-2 years,2,House in a subdivision,Periurban,0,3,2,5,1,5,4,4,4,3,2,1,1,1,1,3,1,2.7600940784380974,0,0,BritishShorthair
Less than 1 year,1,Apartment with balcony or terrace,Urban,0,2,1,4,1,4,4,4,4,4,2,2,2,1,2,4,2,1.822393418817058,0,1,TurkishAngora
2-10 years,1,Apartment with balcony or terrace,Rural,0,1,3,3,2,5,3,3,4,4,4,3,5,3,3,3,2,3.0,0,0,Savannah
1-2 years,1,Individual house zone,Rural,0,2,4,4,3,5,4,4,5,4,2,1,2,3,1,4,4,2.0,0,0,Persian
Less than 1 year,1,Apartment with balcony or terrace,Periurban,0,2,1,2,3,4,4,4,4,4,2,2,3,3,4,4,4,3.0,0,0,Sphynx
Less than 1 year,1,House in a subdivision,Rural,0,2,4,4,3,3,4,4,4,4,2,1,1,3,3,4,4,2.7226188170188674,0,0,Persian
1-2 years,2,Apartment without balcony,Urban,0,3,1,4,1,5,3,5,5,5,1,1,1,1,1,4,3,1.0,0,0,Sphynx
Less than 1 year,1,Apartment without balcony,Periurban,2,2,2,1,1,4,3,4,4,3,2,2,2,1,4,4,3,2.868900625540571,0,0,Siamese
2-10 years,1,Apartment without balcony,Urban,1,3,2,4,3,3,4,2,5,4,2,3,4,4,3,4,3,1.0,0,1,European
2-10 years,2,House in a subdivision,Urban,1,2,2,4,1,2,2,4,4,2,3,2,3,3,4,3,2,3.0,1,1,TurkishAngora
Less than 1 year,3,House in a subdivision,Rural,0,1,2,3,1,3,3,4,5,4,3,1,4,3,2,3,1,3.0,0,0,TurkishAngora
2-10 years,2,Apartment with balcony or terrace,Urban,0,2,1,2,1,4,5,5,4,3,1,3,1,1,3,3,5,2.0,0,0,MaineCoon
2-10 years,1,Apartment with balcony or terrace,Periurban,1,1,4,4,2,4,4,4,5,3,2,1,3,3,3,4,3,1.0,0,0,Bengal
More than 10 years,2,House in a subdivision,Rural,0,3,1,2,2,5,5,4,5,4,1,3,5,4,4,4,5,2.0,0,0,Siamese
1-2 years,2,House in a subdivision,Urban,1,2,5,5,2,5,3,3,4,3,3,1,2,1,1,1,1,1.5575900635193305,0,0,Siamese
1-2 years,1,House in a subdivision,Rural,0,2,3,3,3,5,4,4,5,4,2,1,1,3,1,3,4,2.0,0,0,Persian
More than 10 years,1,Apartment with balcony or terrace,Urban,0,2,1,4,1,4,4,4,3,1,4,3,4,4,3,3,1,2.0,0,0,Siamese
2-10 years,2,Apartment without balcony,Rural,2,3,1,4,1,5,4,5,5,4,2,2,4,1,1,5,2,3.0,3,3,NoBreed
1-2 years,4,House in a subdivision,Periurban,0,2,1,2,1,4,4,4,4,5,1,3,1,1,3,3,1,2.0547616388220313,0,0,Sphynx
2-10 years,2,Apartment with balcony or terrace,Periurban,0,3,4,3,3,5,4,4,5,4,2,1,2,2,2,4,2,2.0,0,0,European
More than 10 years,2,Individual house zone,Rural,0,2,4,5,2,4,5,5,5,3,2,1,4,3,2,4,2,3.0,0,0,MaineCoon
Less than 1 year,5,Individual house zone,Rural,1,2,2,4,2,4,4,5,5,4,1,2,1,1,3,3,4,2.0,0,0,NoBreed
Less than 1 year,2,Individual house zone,Rural,0,2,1,2,3,3,3,4,4,4,1,2,2,1,5,4,4,2.0,0,0,BritishShorthair
2-10 years,1,House in a subdivision,Periurban,1,2,2,5,3,4,3,4,4,2,1,1,3,4,1,3,1,3.0,1,3,Ragdoll
2-10 years,1,House in a subdivision,Periurban,0,2,1,4,3,5,5,4,5,4,1,1,1,1,1,4,1,2.1205225787864643,0,0,BritishShorthair
2-10 years,3,Apartment with balcony or terrace,Urban,0,2,1,4,1,5,3,4,5,5,2,1,3,1,2,5,5,1.0,0,0,Birman
2-10 years,5,House in a subdivision,Rural,1,2,1,2,2,5,4,4,4,5,1,3,5,2,4,3,5,2.0,0,0,MaineCoon
1-2 years,3,Apartment with balcony or terrace,Urban,1,2,2,3,4,3,3,4,5,4,4,3,3,3,3,3,2,1.3637601687982897,2,3,Birman
2-10 years,3,Individual house zone,Rural,0,2,1,3,1,5,4,4,5,4,1,2,3,1,1,2,2,3.0,0,0,Savannah
2-10 years,1,Apartment without balcony,Urban,1,0,1,1,2,3,2,2,3,3,1,4,1,1,2,3,2,2.909320060066615,0,0,TurkishAngora
1-2 years,2,Apartment without balcony,Rural,0,2,2,2,1,3,2,2,3,1,2,1,2,1,1,1,1,1.0051680296899648,0,0,Savannah
1-2 years,2,House in a subdivision,Periurban,0,2,2,1,1,4,3,4,3,3,1,2,2,1,3,2,4,3.0,0,0,Savannah
2-10 years,1,House in a subdivision,Rural,1,2,3,4,4,5,4,5,5,4,1,1,2,4,3,5,3,3.0,0,0,Birman
2-10 years,1,Apartment without balcony,Rural,0,3,3,2,3,5,5,4,5,3,2,1,2,3,2,2,3,2.811650916234399,0,0,Savannah
1-2 years,4,Individual house zone,Rural,0,3,1,5,1,5,4,3,4,5,1,1,2,2,2,3,3,3.0,0,0,Ragdoll
2-10 years,3,House in a subdivision,Rural,0,2,3,3,1,3,2,2,3,1,3,1,1,1,1,2,2,2.042601334827139,0,0,Savannah
1-2 years,1,Apartment with balcony or terrace,Urban,0,2,1,3,1,4,4,3,4,4,1,2,3,1,1,2,2,2.0,0,0,MaineCoon
2-10 years,2,Apartment without balcony,Urban,1,2,1,4,2,4,3,4,4,4,3,2,3,2,3,3,4,2.604953922690541,0,0,TurkishAngora
Less than 1 year,4,House in a subdivision,Rural,2,1,3,4,2,4,4,3,5,3,4,1,3,2,1,3,1,3.0,1,0,Siamese
Less than 1 year,5,Individual house zone,Periurban,0,2,2,4,1,4,4,4,4,4,4,3,4,3,3,4,3,2.270744673143554,0,0,MaineCoon
2-10 years,2,House in a subdivision,Periurban,2,3,4,4,3,5,5,5,5,2,1,1,1,1,1,2,2,3.0,2,2,NoBreed
2-10 years,1,Individual house zone,Rural,0,2,3,3,1,3,3,1,3,2,3,1,1,1,1,3,3,3.0,0,0,Persian
2-10 years,1,House in a subdivision,Rural,0,2,4,3,2,5,5,4,5,4,4,1,1,4,1,1,4,2.0,0,0,Persian
1-2 years,2,House in a subdivision,Urban,2,2,1,3,1,5,5,3,5,5,2,1,1,1,1,3,1,2.0,0,0,Siamese
2-10 years,1,Individual house zone,Rural,2,2,2,3,3,5,5,3,4,3,4,3,5,3,3,3,2,3.0,1,1,European
2-10 years,1,Apartment without balcony,Urban,1,1,1,2,2,4,3,3,4,4,2,4,1,1,3,4,2,2.8258066634217465,0,0,TurkishAngora
1-2 years,1,Apartment with balcony or terrace,Urban,0,3,1,4,1,4,4,3,4,4,1,1,3,1,1,2,3,1.8218600592903562,0,0,MaineCoon
2-10 years,4,House in a subdivision,Rural,1,3,1,4,2,5,5,5,5,4,2,1,1,1,1,3,2,2.0,0,0,Birman
1-2 years,3,Individual house zone,Rural,2,2,1,4,1,5,4,5,4,4,3,2,4,2,2,3,3,3.0,2,4,Chartreux
2-10 years,4,Apartment with balcony or terrace,Periurban,1,2,1,1,1,4,4,3,4,2,1,4,3,3,4,1,1,2.0,0,0,Savannah
2-10 years,3,Apartment with balcony or terrace,Rural,1,2,1,3,1,4,5,4,4,3,3,3,4,1,3,4,1,1.1225391373696196,0,0,MaineCoon
2-10 years,2,Apartment with balcony or terrace,Urban,1,3,1,1,5,5,5,4,5,5,1,5,5,5,5,1,4,1.0,0,0,Ragdoll
2-10 years,1,Apartment without balcony,Rural,0,3,4,3,5,5,5,5,4,1,4,1,1,1,1,1,4,1.100400173416152,0,0,Persian
2-10 years,2,House in a subdivision,Periurban,0,2,2,4,3,4,4,5,4,4,3,1,4,3,1,4,1,3.0,0,0,BritishShorthair
2-10 years,2,Apartment with balcony or terrace,Urban,0,2,1,4,1,5,3,4,5,4,2,1,3,1,2,4,4,1.1295149212828042,0,0,Birman
2-10 years,5,Individual house zone,Rural,1,3,1,4,1,4,3,3,5,4,3,2,1,1,1,3,4,2.0,0,0,MaineCoon
2-10 years,3,House in a subdivision,Rural,0,2,1,2,2,5,3,3,4,3,2,1,2,1,1,3,3,2.4422987623809105,0,0,Savannah
2-10 years,1,Apartment without balcony,Urban,0,2,4,4,3,4,4,3,4,2,3,2,4,2,4,4,2,1.6557236725616562,0,0,Chartreux
2-10 years,1,Apartment with balcony or terrace,Urban,0,2,3,3,3,5,5,4,5,3,2,2,2,3,2,4,3,2.0,0,0,Savannah
2-10 years,1,Apartment with balcony or terrace,Urban,1,1,4,4,3,4,4,4,4,4,2,1,1,2,1,4,3,1.0,0,0,BritishShorthair
2-10 years,4,House in a subdivision,Rural,1,2,1,4,1,5,4,4,5,4,1,1,1,1,1,4,4,1.0,0,0,MaineCoon
2-10 years,2,Apartment without balcony,Rural,0,2,4,4,4,4,5,4,5,1,5,1,1,1,1,4,3,3.0,0,0,Bengal
1-2 years,2,Apartment with balcony or terrace,Urban,3,1,5,2,4,5,5,5,2,1,5,1,2,4,3,5,2,3.0,1,1,Siamese
2-10 years,1,House in a subdivision,Periurban,1,2,4,4,3,4,4,4,2,1,4,3,2,3,2,2,3,1.2219721619329493,0,1,MaineCoon
1-2 years,1,House in a subdivision,Urban,0,2,1,3,3,5,4,3,3,4,1,2,3,3,2,4,2,1.4572755566524038,0,0,Sphynx
1-2 years,2,Apartment without balcony,Rural,0,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1.0,0,0,Savannah
1-2 years,1,House in a subdivision,Rural,2,2,4,2,1,5,5,5,5,3,1,1,1,1,1,4,1,3.0,2,3,Bengal
Less than 1 year,1,House in a subdivision,Periurban,0,2,2,3,1,4,4,3,4,4,1,1,1,1,1,2,3,2.0,0,0,Birman
More than 10 years,2,Apartment with balcony or terrace,Urban,3,2,4,5,1,5,5,5,5,3,4,1,3,1,1,4,1,2.0,0,0,European
2-10 years,2,Individual house zone,Rural,2,2,2,4,2,5,3,3,4,1,2,2,4,3,2,2,2,3.0,1,2,Birman
1-2 years,2,Apartment without balcony,Periurban,0,2,2,1,1,3,2,3,3,2,1,1,2,1,2,2,2,2.324224020213129,0,0,Savannah
2-10 years,2,House in a subdivision,Rural,1,2,4,4,2,4,3,3,4,3,2,1,1,1,1,2,3,2.8772005408131083,0,0,Birman
2-10 years,4,Individual house zone,Rural,2,2,1,4,1,5,4,4,4,4,3,1,4,2,2,3,2,3.0,3,4,Chartreux
2-10 years,2,House in a subdivision,Rural,1,3,1,4,3,4,4,4,5,2,1,1,1,1,1,4,5,2.886442407800371,0,1,Birman
2-10 years,2,Apartment with balcony or terrace,Urban,0,2,4,3,3,4,4,3,5,4,3,1,2,1,1,2,3,2.0,0,0,NoBreed
2-10 years,4,Apartment without balcony,Rural,0,2,1,4,1,4,2,1,4,4,3,1,4,2,1,4,2,3.0,0,0,NoBreed
1-2 years,1,House in a subdivision,Rural,0,2,1,2,1,5,5,4,5,4,1,1,2,1,1,3,3,2.0,0,0,Sphynx
2-10 years,1,House in a subdivision,Periurban,1,2,3,4,4,4,3,1,4,2,2,1,1,2,2,4,2,2.0,0,0,Siamese
1-2 years,2,Apartment without balcony,Rural,0,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1.805451855139318,0,0,BritishShorthair
2-10 years,2,House in a subdivision,Rural,2,1,2,4,1,4,4,3,5,4,2,1,3,4,3,3,2,3.0,0,0,NoBreed
2-10 years,1,Individual house zone,Rural,2,2,3,4,1,4,3,4,4,2,3,4,4,2,3,3,3,2.0,1,2,Birman
2-10 years,5,House in a subdivision,Periurban,0,3,3,2,2,2,2,1,2,2,3,1,2,2,2,2,2,1.7247667715287616,0,0,Bengal
Less than 1 year,3,Individual house zone,Rural,0,2,1,3,1,5,5,5,5,3,1,1,2,1,1,3,1,3.0,0,0,Birman
Less than 1 year,1,Apartment with balcony or terrace,Urban,0,2,1,4,3,4,2,3,4,4,3,1,1,3,1,4,3,1.0,0,0,Persian
1-2 years,1,House in a subdivision,Periurban,1,2,4,4,3,3,4,4,2,4,3,2,2,2,2,3,2,2.7345884019196047,2,2,MaineCoon
2-10 years,3,House in a subdivision,Rural,1,3,4,5,2,5,5,4,5,4,2,1,1,2,1,1,1,2.0,2,2,European
Less than 1 year,4,House in a subdivision,Rural,0,1,5,5,4,3,5,3,3,1,4,1,1,4,2,4,3,2.400808176467046,0,0,Siamese
2-10 years,3,Apartment with balcony or terrace,Rural,2,2,1,1,1,4,4,3,4,2,1,4,4,3,3,1,1,2.0,0,0,Savannah
1-2 years,5,House in a subdivision,Rural,0,3,1,2,3,5,5,5,5,5,1,1,4,2,3,4,2,1.0,0,0,Bengal
2-10 years,1,House in a subdivision,Rural,2,2,1,2,1,3,3,2,3,2,3,2,3,2,3,2,3,3.0,3,3,Chartreux
1-2 years,1,House in a subdivision,Periurban,2,2,2,4,3,5,5,3,4,5,2,2,2,1,3,4,4,2.0,0,0,NoBreed
1-2 years,2,Individual house zone,Rural,3,2,1,4,1,5,4,4,4,4,2,1,4,2,4,1,2,3.0,2,4,Chartreux
1-2 years,1,Apartment with balcony or terrace,Urban,1,2,3,2,1,4,4,5,4,3,2,1,2,2,3,3,3,1.6693904014593612,0,0,Savannah
2-10 years,2,House in a subdivision,Rural,0,2,1,4,1,5,4,4,5,5,1,1,2,1,1,3,3,2.0,0,0,Sphynx
Less than 1 year,2,Apartment with balcony or terrace,Periurban,0,2,1,4,1,4,4,4,5,4,1,1,1,1,1,4,2,2.0921813470153596,0,0,TurkishAngora
2-10 years,4,Individual house zone,Rural,3,2,4,2,1,5,5,4,5,4,2,3,3,1,2,3,4,3.0,2,3,European
1-2 years,1,Apartment without balcony,Urban,1,2,1,2,3,5,3,4,2,3,4,3,3,3,4,2,4,3.0,0,0,Siamese
1-2 years,1,Apartment with balcony or terrace,Urban,0,2,4,3,3,4,3,4,4,1,2,1,1,1,1,2,3,1.9691026301408114,0,0,Persian
2-10 years,1,House in a subdivision,Periurban,0,2,3,3,3,5,4,4,3,3,3,1,1,1,1,1,1,3.0,0,0,BritishShorthair
Less than 1 year,1,House in a subdivision,Rural,1,2,4,1,3,4,4,4,4,3,1,3,2,2,3,1,3,3.0,0,0,Savannah
2-10 years,1,Apartment with balcony or terrace,Urban,0,2,3,4,2,4,5,4,4,3,3,1,3,2,2,3,3,2.0,0,0,Chartreux
Less than 1 year,4,House in a subdivision,Rural,0,2,1,5,2,5,5,5,5,5,1,1,1,2,1,5,1,1.9700264101273222,0,0,Sphynx
1-2 years,4,House in a subdivision,Periurban,0,2,2,1,1,4,3,4,3,1,3,3,3,2,3,1,4,3.0,0,0,Savannah
2-10 years,1,Apartment without balcony,Rural,0,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2.5212341324853345,0,0,Chartreux
Less than 1 year,1,House in a subdivision,Rural,0,2,3,2,2,5,4,4,5,4,2,1,3,2,2,2,4,3.0,0,0,Savannah
2-10 years,1,Individual house zone,Periurban,0,2,3,4,3,4,4,4,4,3,3,2,4,3,2,4,2,2.6340057030996116,0,0,Persian
Less than 1 year,5,Individual house zone,Rural,0,3,1,3,1,5,4,4,5,3,2,1,5,1,4,2,2,2.0,0,0,MaineCoon
More than 10 years,2,Individual house zone,Rural,1,3,1,4,3,5,4,4,5,4,2,2,4,2,2,4,3,3.0,0,0,European
1-2 years,2,Individual house zone,Rural,0,2,2,5,1,5,4,5,5,4,1,1,1,1,1,4,1,3.0,0,0,BritishShorthair
2-10 years,1,House in a subdivision,Periurban,1,2,4,4,3,4,4,4,3,1,4,3,3,3,2,3,4,1.8772005408131083,1,1,MaineCoon
2-10 years,2,House in a subdivision,Rural,1,3,2,4,3,5,5,4,5,2,2,1,4,4,3,3,2,2.5881590858527312,0,0,MaineCoon
2-10 years,2,Individual house zone,Rural,0,2,1,1,1,5,4,4,5,4,1,1,2,1,2,3,3,1.2201546048488563,0,0,Bengal
2-10 years,3,Apartment with balcony or terrace,Periurban,1,2,4,4,2,4,4,3,4,3,1,1,1,1,1,3,1,1.838898086445934,0,0,Persian
Less than 1 year,2,House in a subdivision,Urban,1,2,1,1,2,5,2,4,4,5,3,1,3,2,3,2,5,2.0,0,0,European
2-10 years,5,House in a subdivision,Rural,1,2,3,2,3,2,3,3,4,4,4,2,3,3,3,3,1,3.0,1,1,Birman
2-10 years,1,Apartment with balcony or terrace,Periurban,2,2,2,2,1,4,4,5,5,4,2,3,3,4,5,4,2,2.0,0,0,Bengal
2-10 years,3,House in a subdivision,Periurban,0,2,1,4,1,4,2,4,5,5,1,1,2,1,1,3,3,2.0,0,0,Birman
1-2 years,2,Apartment with balcony or terrace,Periurban,1,2,3,3,3,4,4,3,3,1,4,1,1,1,1,3,3,2.5418227541285408,0,0,BritishShorthair
2-10 years,3,Individual house zone,Periurban,0,2,1,1,1,5,4,4,4,4,2,3,4,3,3,4,3,1.8763446928239753,0,0,Savannah
1-2 years,1,House in a subdivision,Periurban,0,2,3,3,3,4,4,4,4,3,3,1,3,3,3,4,4,2.503417270854857,0,0,Birman
2-10 years,1,Individual house zone,Urban,0,3,1,1,1,5,5,5,4,5,1,4,4,3,4,4,4,3.0,0,0,Sphynx
2-10 years,2,House in a subdivision,Periurban,1,2,2,4,3,4,3,4,4,4,2,1,4,2,2,4,2,3.0,0,0,NoBreed
Less than 1 year,1,Apartment with balcony or terrace,Rural,1,2,2,4,1,5,4,4,4,4,2,1,2,1,1,4,3,1.0,0,0,Sphynx
1-2 years,1,Apartment without balcony,Urban,0,2,1,5,2,5,4,4,5,4,2,1,2,1,1,1,1,1.5833917947661205,0,0,Sphynx
2-10 years,1,House in a subdivision,Rural,0,3,3,2,3,5,4,4,4,3,2,1,2,2,1,2,3,2.663629536171578,0,0,Savannah
1-2 years,1,Apartment without balcony,Periurban,0,1,2,2,3,3,2,4,3,4,3,4,3,3,4,4,4,1.0,0,2,MaineCoon
1-2 years,1,Apartment without balcony,Periurban,0,1,2,2,3,3,2,4,3,4,3,4,3,3,4,4,4,1.0,0,2,MaineCoon
More than 10 years,1,Individual house zone,Rural,1,3,1,1,2,5,5,3,5,3,1,2,1,2,2,4,3,3.0,0,0,Birman
2-10 years,2,Individual house zone,Rural,2,2,4,4,4,4,4,4,4,1,4,1,1,1,1,4,2,3.0,2,3,NoBreed
1-2 years,1,Apartment without balcony,Periurban,0,2,3,4,2,3,4,2,4,2,1,1,1,2,1,3,3,1.269911222392195,0,0,TurkishAngora
1-2 years,1,Apartment without balcony,Rural,0,2,1,1,1,3,4,5,4,2,2,4,4,3,4,4,4,3.0,0,0,Sphynx
Less than 1 year,2,House in a subdivision,Rural,2,2,4,4,2,5,5,5,4,3,3,1,4,3,2,2,2,2.4509104474161045,0,2,BritishShorthair
2-10 years,3,House in a subdivision,Urban,3,1,3,2,1,4,4,5,3,2,5,3,5,5,5,5,4,2.0,2,1,European
2-10 years,2,Individual house zone,Rural,0,2,3,2,2,4,4,4,2,1,2,1,1,1,1,2,1,1.2375413142593095,0,0,Bengal
1-2 years,1,Apartment with balcony or terrace,Periurban,1,1,2,3,2,4,4,3,4,3,1,1,2,2,3,4,3,1.9746136443396551,0,0,Bengal
2-10 years,2,House in a subdivision,Rural,0,1,2,2,2,5,3,4,4,4,1,3,4,4,4,4,5,2.0,0,0,Siamese
2-10 years,1,Apartment with balcony or terrace,Urban,0,3,3,3,3,5,4,4,5,3,2,1,2,3,2,4,2,1.5384014903807874,0,0,Savannah
Less than 1 year,3,Individual house zone,Rural,1,2,1,3,2,4,2,4,4,4,1,1,2,1,1,3,1,2.5663446660436113,0,0,Chartreux
2-10 years,1,Apartment with balcony or terrace,Periurban,0,2,3,3,1,3,1,3,4,4,1,1,1,1,3,4,3,2.0,0,0,Ragdoll
Less than 1 year,4,House in a subdivision,Rural,1,2,1,2,1,3,1,3,3,3,1,1,2,1,2,2,2,2.7997820220742695,0,0,Chartreux
2-10 years,2,House in a subdivision,Urban,2,1,5,4,1,3,4,4,4,3,2,2,2,4,3,2,3,3.0,1,2,European
2-10 years,4,House in a subdivision,Rural,3,2,1,4,1,4,3,3,5,5,3,1,1,1,1,2,5,3.0,3,3,NoBreed
2-10 years,1,Individual house zone,Rural,0,2,2,5,1,5,4,4,5,3,5,1,1,4,1,5,4,3.0,0,0,Birman
2-10 years,1,Apartment with balcony or terrace,Urban,2,1,3,3,2,3,2,2,3,3,1,1,3,3,3,2,2,1.6676853746448912,0,0,Ragdoll
2-10 years,1,Apartment without balcony,Periurban,2,1,2,2,1,3,2,2,3,3,2,3,3,2,3,2,3,2.0,0,0,MaineCoon
Less than 1 year,1,Apartment without balcony,Rural,0,2,1,4,3,3,3,3,4,4,1,2,3,3,3,3,4,1.9187505222607464,0,0,BritishShorthair
1-2 years,1,Apartment without balcony,Urban,0,2,1,5,1,5,4,3,5,4,1,1,1,1,1,1,1,1.046965966775055,0,0,Sphynx
More than 10 years,3,Apartment without balcony,Periurban,0,2,5,5,3,4,4,5,5,5,3,1,2,1,1,3,3,2.0,0,0,NoBreed
2-10 years,1,Individual house zone,Rural,3,2,1,4,2,4,3,5,4,2,3,2,4,3,3,3,4,3.0,2,3,Chartreux
Less than 1 year,2,Apartment without balcony,Urban,0,2,1,4,1,4,4,4,4,4,2,3,3,3,4,3,3,2.851008144029805,0,0,TurkishAngora
Less than 1 year,1,House in a subdivision,Urban,0,3,1,1,3,4,3,3,2,1,2,3,1,3,3,3,2,1.0,1,0,Siamese
2-10 years,1,Apartment with balcony or terrace,Urban,0,2,2,5,2,5,5,5,5,5,4,1,1,2,5,5,4,2.0,0,0,Bengal
More than 10 years,1,House in a subdivision,Rural,1,2,2,4,3,5,2,2,4,4,3,1,4,5,5,4,4,3.0,0,0,NoBreed
2-10 years,1,Apartment with balcony or terrace,Periurban,0,2,1,3,2,4,4,4,5,4,2,4,3,3,3,2,4,1.0744314870932237,0,0,Birman
2-10 years,5,House in a subdivision,Rural,2,2,4,4,3,4,4,4,4,2,4,3,3,3,3,3,3,2.0,1,1,European
1-2 years,3,Individual house zone,Periurban,0,2,1,1,1,5,3,5,5,5,2,3,3,2,4,3,4,3.0,0,0,Sphynx
2-10 years,5,Apartment without balcony,Rural,0,2,1,3,1,5,5,5,5,5,1,1,3,1,1,4,3,2.0258353713719846,0,0,TurkishAngora
2-10 years,2,Apartment without balcony,Rural,0,2,5,4,5,4,5,4,5,2,5,1,1,1,1,4,4,3.0,0,0,Bengal
1-2 years,1,Apartment without balcony,Rural,1,2,4,2,1,4,3,2,3,1,4,2,5,3,3,3,4,2.518260366676392,0,0,Savannah
2-10 years,1,Apartment without balcony,Urban,0,2,4,3,3,4,4,3,4,2,5,2,2,3,3,3,3,2.0,0,0,Siamese
Less than 1 year,1,Apartment with balcony or terrace,Urban,0,2,2,1,3,5,5,5,4,4,3,3,3,3,4,2,3,2.0,0,0,TurkishAngora
1-2 years,1,Apartment with balcony or terrace,Periurban,0,2,2,4,2,3,4,2,4,3,1,1,2,2,1,3,2,1.115801021868497,1,0,TurkishAngora
More than 10 years,2,Apartment with balcony or terrace,Periurban,0,2,2,3,2,4,4,4,5,4,1,1,2,2,2,4,2,2.3225279778464154,0,0,TurkishAngora
2-10 years,2,Apartment with balcony or terrace,Rural,1,3,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,1.0,0,0,Ragdoll
1-2 years,1,House in a subdivision,Periurban,0,2,2,2,4,3,4,4,5,4,1,1,3,4,2,4,3,3.0,0,0,Sphynx
Less than 1 year,1,House in a subdivision,Periurban,1,2,4,4,4,4,4,3,4,3,5,1,2,3,4,3,4,2.687851943303553,0,0,Siamese
1-2 years,2,Apartment without balcony,Periurban,0,2,4,4,4,4,3,2,3,1,4,1,1,1,1,3,3,2.9031510586766265,0,0,BritishShorthair
2-10 years,2,House in a subdivision,Rural,0,2,1,4,1,5,5,4,5,4,1,1,2,1,1,3,2,2.4479528191480195,0,0,Sphynx
1-2 years,1,House in a subdivision,Rural,2,2,1,3,1,4,3,3,4,4,1,1,1,1,1,4,4,3.0,0,1,Bengal
Less than 1 year,1,Apartment with balcony or terrace,Urban,1,2,1,4,1,4,3,3,4,3,1,1,4,2,2,3,3,1.0,0,0,Ragdoll
2-10 years,1,Apartment without balcony,Rural,0,2,1,4,1,4,4,3,4,3,2,1,1,1,1,3,3,1.888838905502403,0,0,Siamese
More than 10 years,1,House in a subdivision,Periurban,2,2,3,4,2,4,3,4,4,4,3,1,3,2,1,3,3,3.0,1,1,Persian
2-10 years,1,House in a subdivision,Periurban,2,2,3,3,2,4,3,4,4,3,2,1,1,1,2,4,3,2.4269585710691506,0,0,Siamese
More than 10 years,1,Apartment with balcony or terrace,Periurban,0,2,1,4,3,5,4,5,5,5,1,1,4,1,4,5,3,1.0,0,0,NoBreed
Less than 1 year,1,Apartment with balcony or terrace,Urban,2,2,5,5,3,5,5,4,4,1,2,1,1,1,1,3,2,1.0,0,0,Ragdoll
1-2 years,1,Apartment with balcony or terrace,Periurban,1,2,3,4,2,4,5,2,3,3,4,1,3,3,2,4,4,1.0682497053540916,0,0,Chartreux
2-10 years,1,Apartment without balcony,Urban,1,2,3,3,4,3,3,4,4,4,3,3,4,2,3,4,4,2.3922632051211408,1,0,Persian
2-10 years,2,House in a subdivision,Periurban,1,1,2,3,1,2,2,2,2,2,1,1,1,2,1,2,3,2.087887624540144,1,1,NoBreed
2-10 years,2,House in a subdivision,Rural,4,1,2,2,1,2,1,2,1,1,2,1,2,2,1,1,2,3.0,4,4,European
2-10 years,1,Apartment with balcony or terrace,Urban,0,2,1,2,1,2,2,2,5,4,2,1,3,1,3,4,3,1.0,0,0,Ragdoll
2-10 years,1,Apartment with balcony or terrace,Periurban,0,2,2,4,2,3,4,2,4,3,1,1,2,2,1,3,2,1.3836122604056218,1,0,TurkishAngora
2-10 years,1,House in a subdivision,Rural,1,2,1,4,4,4,4,3,5,4,1,1,3,4,1,4,2,2.6743038064090485,0,1,Chartreux
2-10 years,1,Apartment without balcony,Urban,0,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1.7955103716964032,0,0,Siamese
1-2 years,1,Individual house zone,Rural,1,2,4,4,2,4,4,4,4,4,1,1,1,1,1,3,3,3.0,0,0,Birman
2-10 years,1,Apartment with balcony or terrace,Rural,0,2,3,3,1,5,3,3,5,4,4,1,3,1,3,4,3,1.7804894749190412,0,0,Ragdoll
1-2 years,2,House in a subdivision,Urban,3,3,2,3,1,2,4,5,4,3,1,3,4,4,5,3,3,2.0,2,4,NoBreed
1-2 years,1,House in a subdivision,Periurban,1,2,4,4,3,3,4,4,2,4,3,2,2,2,2,3,2,2.7949805440186415,2,2,MaineCoon
1-2 years,1,Apartment without balcony,Periurban,1,2,4,4,4,4,4,4,4,1,4,1,1,1,1,1,4,2.2540254744512818,0,0,BritishShorthair
1-2 years,4,Apartment with balcony or terrace,Periurban,1,2,1,2,1,4,4,4,4,4,1,2,3,1,3,3,1,2.68124749706793,0,0,Sphynx
2-10 years,1,Apartment with balcony or terrace,Urban,0,2,3,2,3,5,4,5,5,3,1,1,2,3,3,4,3,1.7450645481202205,0,0,Savannah
2-10 years,2,Individual house zone,Rural,0,1,2,5,2,5,5,2,3,3,3,2,3,1,1,3,2,3.0,0,0,Ragdoll
1-2 years,2,House in a subdivision,Periurban,0,1,3,5,2,5,4,2,4,4,2,1,3,2,1,2,2,1.4118409141472685,0,0,Persian
